Bandit,Reward,Algorithm
2,2.959155277848731,ThompsonSampling
1,-0.07403537517382341,ThompsonSampling
2,2.616153209141493,ThompsonSampling
2,2.7825130153409265,ThompsonSampling
2,1.3576540441604432,ThompsonSampling
2,1.2703972996293031,ThompsonSampling
2,3.11362025618459,ThompsonSampling
2,0.9152151284867625,ThompsonSampling
2,3.53375841592853,ThompsonSampling
2,2.8450683697744257,ThompsonSampling
2,3.210373834048819,ThompsonSampling
2,4.870930692519782,ThompsonSampling
0,2.248754056790567,ThompsonSampling
2,3.0031494076188183,ThompsonSampling
0,0.8873034154316307,ThompsonSampling
2,3.020264771764474,ThompsonSampling
2,2.2110264864210776,ThompsonSampling
2,3.7388586446909784,ThompsonSampling
2,4.702225748331318,ThompsonSampling
2,4.315870325938382,ThompsonSampling
2,2.6100220351593713,ThompsonSampling
2,0.3459595080590163,ThompsonSampling
2,2.654903879368847,ThompsonSampling
2,4.728605082778124,ThompsonSampling
2,1.335849262516651,ThompsonSampling
2,4.1625189522317685,ThompsonSampling
2,2.2661975611556615,ThompsonSampling
2,2.4985516554830105,ThompsonSampling
2,5.4769287400574935,ThompsonSampling
2,3.173059407407278,ThompsonSampling
2,1.9796071227597225,ThompsonSampling
2,3.5982585524159063,ThompsonSampling
2,4.339887801981885,ThompsonSampling
2,2.991786782206473,ThompsonSampling
2,2.0200234065155125,ThompsonSampling
2,2.2964648221578408,ThompsonSampling
2,2.4919241190733974,ThompsonSampling
2,2.3273495919598335,ThompsonSampling
2,0.7955662953397238,ThompsonSampling
2,1.689682734273936,ThompsonSampling
2,-0.3497417422957243,ThompsonSampling
2,2.0312075536464276,ThompsonSampling
2,2.405812571415536,ThompsonSampling
2,5.435006011332904,ThompsonSampling
2,5.37901863243394,ThompsonSampling
2,2.6529020130330676,ThompsonSampling
2,2.08646773500279,ThompsonSampling
2,2.0561085796420686,ThompsonSampling
2,3.73497477436238,ThompsonSampling
2,2.6187149819096853,ThompsonSampling
2,2.69834616870833,ThompsonSampling
2,4.214162209832011,ThompsonSampling
2,3.663326535204148,ThompsonSampling
2,2.0434184388634837,ThompsonSampling
2,4.009896296394083,ThompsonSampling
2,3.5766833576617367,ThompsonSampling
2,5.5071172752558235,ThompsonSampling
2,3.4081896794048285,ThompsonSampling
2,3.5642124351147784,ThompsonSampling
2,0.8877340028611544,ThompsonSampling
2,2.9201559205173346,ThompsonSampling
2,1.8038936449361664,ThompsonSampling
2,3.452930283553663,ThompsonSampling
2,3.722699356668614,ThompsonSampling
2,3.3887366326632122,ThompsonSampling
2,2.915195999411119,ThompsonSampling
2,2.0470747181278086,ThompsonSampling
2,3.6458176411825307,ThompsonSampling
2,3.483209308872058,ThompsonSampling
2,3.513182518687038,ThompsonSampling
2,1.3901163128642797,ThompsonSampling
2,2.7258582022602678,ThompsonSampling
2,4.30698178342764,ThompsonSampling
2,4.489864341812517,ThompsonSampling
2,4.097417450663557,ThompsonSampling
2,2.092248158849712,ThompsonSampling
2,2.6304075964933835,ThompsonSampling
2,2.5112744294253924,ThompsonSampling
2,3.658375946664456,ThompsonSampling
2,0.9590416044438226,ThompsonSampling
2,3.2286844063147733,ThompsonSampling
2,3.0021182270722067,ThompsonSampling
2,0.6615115074372881,ThompsonSampling
2,3.712012296742029,ThompsonSampling
2,2.234074976828862,ThompsonSampling
2,2.9937729551446375,ThompsonSampling
2,3.063996140192407,ThompsonSampling
2,1.8187148878813992,ThompsonSampling
2,2.523521206481375,ThompsonSampling
2,3.0852175824382218,ThompsonSampling
2,1.6431156643073057,ThompsonSampling
2,2.7795714511762903,ThompsonSampling
2,1.9698300826237105,ThompsonSampling
2,3.0665215981367764,ThompsonSampling
2,2.80867277431055,ThompsonSampling
2,4.194212620813978,ThompsonSampling
2,3.5099166221124847,ThompsonSampling
2,2.09231287230994,ThompsonSampling
2,2.1825924587073056,ThompsonSampling
2,2.4162699924149407,ThompsonSampling
2,2.156038880871646,ThompsonSampling
2,1.5062265197858908,ThompsonSampling
2,0.4471043042065799,ThompsonSampling
2,0.2072969575035981,ThompsonSampling
2,4.0611532019623455,ThompsonSampling
2,4.684441845749027,ThompsonSampling
2,3.226904511554139,ThompsonSampling
2,1.4981044793225629,ThompsonSampling
2,3.4991640007849925,ThompsonSampling
2,3.4950723170503397,ThompsonSampling
2,3.535163819151736,ThompsonSampling
2,2.1450412296885157,ThompsonSampling
2,4.20816506907893,ThompsonSampling
2,4.03838427137299,ThompsonSampling
2,2.768057030187197,ThompsonSampling
2,4.075018957641865,ThompsonSampling
2,3.416647313120013,ThompsonSampling
2,1.251048855755958,ThompsonSampling
2,1.8645271125312186,ThompsonSampling
2,1.7966639663108848,ThompsonSampling
2,1.8730311522350966,ThompsonSampling
2,2.4581693091182597,ThompsonSampling
2,2.465036726422768,ThompsonSampling
2,1.7872182220423352,ThompsonSampling
2,2.3996748827334677,ThompsonSampling
2,2.562850122773426,ThompsonSampling
2,2.7855819739742924,ThompsonSampling
2,4.239573312027953,ThompsonSampling
2,4.596827382568641,ThompsonSampling
2,3.227498759567036,ThompsonSampling
2,3.0768386555131637,ThompsonSampling
2,1.7364156675189812,ThompsonSampling
2,2.567724129523923,ThompsonSampling
2,2.452673094336121,ThompsonSampling
2,2.2318262507773974,ThompsonSampling
2,2.358669096003926,ThompsonSampling
2,4.3176749564753285,ThompsonSampling
2,2.5040768387828747,ThompsonSampling
2,1.7651225004608646,ThompsonSampling
2,2.5677509271468577,ThompsonSampling
2,3.9641723874385475,ThompsonSampling
2,3.7253446409976534,ThompsonSampling
2,1.5218045907462867,ThompsonSampling
2,2.1151458157212146,ThompsonSampling
2,2.148339481656744,ThompsonSampling
2,3.5084215994855956,ThompsonSampling
2,4.734837008451679,ThompsonSampling
2,1.8540816193254213,ThompsonSampling
2,2.74583131329279,ThompsonSampling
2,2.5528667912377827,ThompsonSampling
2,1.9311085774943786,ThompsonSampling
2,2.7167405463396626,ThompsonSampling
2,0.5115296509116751,ThompsonSampling
2,3.125415429048442,ThompsonSampling
2,3.038371882875935,ThompsonSampling
2,2.742553181710578,ThompsonSampling
2,2.9003385885355852,ThompsonSampling
2,1.347847039821314,ThompsonSampling
2,1.6363637226236867,ThompsonSampling
2,2.9205530971037033,ThompsonSampling
2,2.4410564425838857,ThompsonSampling
2,3.24689921782375,ThompsonSampling
2,3.0675991288626925,ThompsonSampling
2,5.891771660255966,ThompsonSampling
2,3.5187921130281423,ThompsonSampling
2,2.1638773614516866,ThompsonSampling
2,4.355981990957629,ThompsonSampling
2,2.474634887499163,ThompsonSampling
2,3.087298177346765,ThompsonSampling
2,3.265999183755804,ThompsonSampling
2,3.976412866773915,ThompsonSampling
2,2.718638028860629,ThompsonSampling
2,2.319777888292421,ThompsonSampling
2,1.5787772126601562,ThompsonSampling
2,2.5856190156782324,ThompsonSampling
2,4.242410228209029,ThompsonSampling
0,0.3638560617043237,ThompsonSampling
2,1.2960618413652445,ThompsonSampling
2,4.535368913726661,ThompsonSampling
2,4.514736533050725,ThompsonSampling
2,1.4078971869144268,ThompsonSampling
2,2.173164857073044,ThompsonSampling
2,3.119427317919435,ThompsonSampling
2,2.691400768567687,ThompsonSampling
2,2.2998205552724977,ThompsonSampling
2,4.025765718930645,ThompsonSampling
2,3.8890837119902946,ThompsonSampling
2,3.1423883078979404,ThompsonSampling
2,1.9490192313616495,ThompsonSampling
2,2.947836262999646,ThompsonSampling
2,3.0452030722319923,ThompsonSampling
2,3.0846920849900226,ThompsonSampling
2,3.8723626203689228,ThompsonSampling
2,4.785232572634328,ThompsonSampling
2,2.214938934794109,ThompsonSampling
2,3.5663544785144596,ThompsonSampling
2,3.537735872611237,ThompsonSampling
2,1.1469028992120958,ThompsonSampling
2,2.7279886519105956,ThompsonSampling
2,1.229468137816362,ThompsonSampling
2,2.7765634539896147,ThompsonSampling
